Id	PROJECT	ASSAY	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA	diff	diffCont	order	class
2360	PXD000764	34939	2284	2268	16	1202	0	0.992994746059545	1	8721	1
1361	PRD000146	9980	1853	1840	13	124	1	0.992984349703184	0.999460334592553	8722	1
2018	PXD000403	30558	995	988	7	0	0	0.992964824120603	1	8723	1
7997	PRD000444	17685	1989	1975	14	70	1	0.992961287078934	0.999497234791352	8724	1
1186	PXD000426	30673	568	564	4	6	1	0.992957746478873	0.998239436619718	8725	1
4690	PXD000948	36411	284	282	2	0	0	0.992957746478873	1	8726	1
5259	PRD000593	19853	142	141	1	0	0	0.992957746478873	1	8727	1
9363	PRD000721	25515	142	141	1	0	0	0.992957746478873	1	8728	1
9443	PRD000721	25595	142	141	1	0	0	0.992957746478873	1	8729	1
1982	PXD000403	30522	10789	10713	76	0	0	0.992955788302901	1	8730	1
19400	PRD000476	18057	1985	1971	14	0	0	0.992947103274559	1	8731	1
10850	PXD000922	38746	6663	6616	47	0	0	0.992946120366201	1	8732	1
7570	PRD000053	8901	708	703	5	42	0	0.992937853107345	1	8733	1
2324	PXD000780	35161	566	562	4	0	0	0.992932862190813	1	8734	1
19380	PRD000476	18037	3819	3792	27	0	0	0.992930086410055	1	8735	1
2819	PXD001054	37692	2685	2666	19	302	1	0.99292364990689	0.999627560521415	8736	1
1987	PXD000403	30527	12999	12907	92	0	0	0.9929225325025	1	8737	1
2006	PXD000403	30546	3669	3643	26	0	0	0.992913600436086	1	8738	1
7556	PRD000053	8887	1411	1401	10	148	1	0.992912827781715	0.999291282778171	8739	1
6598	PRD000668	22171	1552	1541	11	328	1	0.992912371134021	0.999355670103093	8740	1
4217	PRD000092	9042	564	560	4	2	0	0.99290780141844	1	8741	1
9591	PRD000721	25743	141	140	1	0	0	0.99290780141844	1	8742	1
9869	PRD000721	26021	141	140	1	0	0	0.99290780141844	1	8743	1
9889	PRD000721	26041	141	140	1	0	0	0.99290780141844	1	8744	1
17982	PRD000066	6530	141	140	1	4	0	0.99290780141844	1	8745	1
11125	PXD000455	31244	4510	4478	32	206	0	0.99290465631929	1	8746	1
11113	PXD000455	31232	3379	3355	24	185	0	0.992897306895531	1	8747	1
5459	PXD001006	37043	2534	2516	18	77	2	0.992896606156275	0.999210734017364	8748	1
10851	PXD000922	38747	7178	7127	51	0	0	0.992894956812483	1	8749	1
12616	PXD000445	31032	9146	9081	65	727	2	0.992893068007872	0.999781325169473	8750	1
2002	PXD000403	30542	2247	2231	16	0	0	0.992879394748554	1	8751	1
462	PXD000094	28007	7302	7250	52	0	0	0.992878663379896	1	8752	1
1679	PRD000073	8268	421	418	3	9	0	0.992874109263658	1	8753	1
7523	PRD000053	7966	1261	1252	9	48	0	0.992862807295797	1	8754	1
9260	PRD000721	25412	140	139	1	0	0	0.992857142857143	1	8755	1
13105	PRD000032	2645	140	139	1	0	0	0.992857142857143	1	8756	1
18921	PRD000066	7542	140	139	1	0	0	0.992857142857143	1	8757	1
1446	PRD000054	3415	559	555	4	3	0	0.992844364937388	1	8758	1
14393	PRD000087	8835	559	555	4	0	1	0.992844364937388	0.998211091234347	8759	1
13780	PXD001386	41339	419	416	3	2	2	0.992840095465394	0.995226730310263	8760	1
6614	PRD000668	22187	1675	1663	12	158	4	0.992835820895522	0.997611940298507	8761	1
1990	PXD000403	30530	11861	11776	85	0	2	0.992833656521373	0.999831380153444	8762	1
2228	PXD000780	35070	837	831	6	0	1	0.992831541218638	0.998805256869773	8763	1
7225	PXD000505	31433	279	277	2	31	1	0.992831541218638	0.996415770609319	8764	1
12577	PXD000023	27202	2509	2491	18	84	3	0.992825827022718	0.998804304503786	8765	1
8638	PRD000345	15463	1252	1243	9	17	0	0.992811501597444	1	8766	1
5529	PXD001006	37113	1947	1933	14	45	0	0.992809450436569	1	8767	1
7512	PRD000053	3863	2085	2070	15	78	3	0.992805755395683	0.998561151079137	8768	1
8920	PRD000721	25072	139	138	1	0	0	0.992805755395683	1	8769	1
9373	PRD000721	25525	139	138	1	0	0	0.992805755395683	1	8770	1
12599	PXD000247	29522	834	828	6	1	1	0.992805755395683	0.998800959232614	8771	1
15167	PRD000059	3665	139	138	1	20	1	0.992805755395683	0.992805755395683	8772	1
18624	PRD000066	7212	139	138	1	14	0	0.992805755395683	1	8773	1
10852	PXD000922	38748	7218	7166	52	0	0	0.99279578830701	1	8774	1
13893	PXD000966	37629	1664	1652	12	58	3	0.992788461538462	0.998197115384615	8775	1
5449	PXD001006	37033	1386	1376	10	47	2	0.992784992784993	0.998556998556999	8776	1
1231	PXD000426	30718	277	275	2	4	0	0.992779783393502	1	8777	1
7213	PRD000507	18229	11764	11679	85	605	19	0.992774566473988	0.998384903094186	8778	1
6927	PXD000185	28865	1657	1645	12	6	0	0.992757996378998	1	8779	1
7572	PRD000053	8903	552	548	4	113	0	0.992753623188406	1	8780	1
8767	PRD000721	24919	138	137	1	0	0	0.992753623188406	1	8781	1
10371	PXD000756	34775	138	137	1	104	1	0.992753623188406	0.992753623188406	8782	1
11318	PXD000069	27809	138	137	1	0	0	0.992753623188406	1	8783	1
13944	PXD000692	34110	276	274	2	0	0	0.992753623188406	1	8784	1
14081	PRD000485	18104	3443	3418	25	1	0	0.992738890502469	1	8785	1
1668	PRD000073	8257	688	683	5	11	0	0.992732558139535	1	8786	1
1984	PXD000403	30524	11555	11471	84	0	0	0.992730419731718	1	8787	1
4245	PRD000092	9071	275	273	2	42	1	0.992727272727273	0.996363636363636	8788	1
7592	PRD000053	8923	1787	1774	13	69	1	0.992725237828763	0.999440402909905	8789	1
8001	PRD000444	17689	1785	1772	13	58	1	0.992717086834734	0.999439775910364	8790	1
5525	PXD001006	37109	1921	1907	14	52	3	0.992712129099427	0.998438313378449	8791	1
1743	PRD000073	8332	686	681	5	49	0	0.992711370262391	1	8792	1
13768	PXD001386	41327	1508	1497	11	9	0	0.992705570291777	1	8793	1
5809	PXD000997	36953	137	136	1	8	0	0.992700729927007	1	8794	1
6959	PXD000312	29905	1233	1224	9	0	0	0.992700729927007	1	8795	1
8753	PRD000721	24905	274	272	2	0	0	0.992700729927007	1	8796	1
9213	PRD000721	25365	137	136	1	0	0	0.992700729927007	1	8797	1
9490	PRD000721	25642	137	136	1	0	0	0.992700729927007	1	8798	1
9515	PRD000721	25667	137	136	1	0	0	0.992700729927007	1	8799	1
14350	PRD000087	8792	959	952	7	8	1	0.992700729927007	0.99895724713243	8800	1
14729	PXD000218	29354	274	272	2	6	0	0.992700729927007	1	8801	1
10959	PRD000349	15527	38457	38176	281	0	1	0.992693137790259	0.999973996931638	8802	1
7598	PRD000053	8929	410	407	3	26	2	0.992682926829268	0.995121951219512	8803	1
14035	PXD000746	34740	1640	1628	12	91	1	0.992682926829268	0.999390243902439	8804	1
11119	PXD000455	31238	4370	4338	32	271	0	0.992677345537757	1	8805	1
1356	PRD000146	9975	4502	4469	33	342	13	0.99266992447801	0.997112394491337	8806	1
4078	PXD001118	38202	1773	1760	13	0	0	0.992667794698252	1	8807	1
1983	PXD000403	30523	12680	12587	93	0	0	0.992665615141956	1	8808	1
15562	PXD001072	37787	1772	1759	13	0	4	0.992663656884876	0.997742663656885	8809	1
2041	PXD000053	27703	954	947	7	0	0	0.992662473794549	1	8810	1
19383	PRD000476	18040	2588	2569	19	0	0	0.992658423493045	1	8811	1
7441	PXD000864	35878	3269	3245	24	0	0	0.992658305292138	1	8812	1
2092	PRD000847	31061	136	135	1	16	0	0.992647058823529	1	8813	1
3120	PRD000608	20263	544	540	4	0	0	0.992647058823529	1	8814	1
4196	PRD000092	9021	272	270	2	28	1	0.992647058823529	0.996323529411765	8815	1
6647	PRD000504	18220	136	135	1	19	0	0.992647058823529	1	8816	1
9285	PRD000721	25437	136	135	1	0	0	0.992647058823529	1	8817	1
9404	PRD000721	25556	136	135	1	0	0	0.992647058823529	1	8818	1
5501	PXD001006	37085	1359	1349	10	45	3	0.992641648270787	0.997792494481236	8819	1
6735	PRD000704	24092	6230	6184	46	613	4	0.992616372391653	0.999357945425361	8820	1
13783	PXD001386	41342	1083	1075	8	4	0	0.992613111726685	1	8821	1
11925	PRD000478	18086	58746	58312	434	14979	13	0.992612262962585	0.999778708337589	8822	1
179	PRD000141	9892	3113	3090	23	47	0	0.992611628654032	1	8823	1
14769	PXD000218	29394	2030	2015	15	6	0	0.992610837438424	1	8824	1
1669	PRD000073	8258	541	537	4	3	0	0.992606284658041	1	8825	1
7605	PRD000053	8936	1758	1745	13	86	0	0.992605233219568	1	8826	1
14351	PRD000087	8793	811	805	6	16	2	0.992601726263872	0.997533908754624	8827	1
14399	PRD000087	8841	6622	6573	49	35	2	0.992600422832981	0.999697976442163	8828	1
2057	PXD000722	34639	135	134	1	3	0	0.992592592592593	1	8829	1
7529	PRD000053	8860	135	134	1	27	0	0.992592592592593	1	8830	1
8775	PRD000721	24927	135	134	1	0	0	0.992592592592593	1	8831	1
9230	PRD000721	25382	135	134	1	0	0	0.992592592592593	1	8832	1
9353	PRD000721	25505	135	134	1	0	0	0.992592592592593	1	8833	1
9355	PRD000721	25507	135	134	1	0	0	0.992592592592593	1	8834	1
12863	PRD000105	9282	135	134	1	0	0	0.992592592592593	1	8835	1
13832	PXD001386	41401	135	134	1	0	0	0.992592592592593	1	8836	1
13999	PXD000746	34704	1484	1473	11	43	0	0.992587601078167	1	8837	1
14792	PXD000218	29417	809	803	6	20	0	0.992583436341162	1	8838	1
10920	PRD000349	15487	7142	7089	53	0	0	0.992579109493139	1	8839	1
14394	PRD000087	8836	539	535	4	0	0	0.992578849721707	1	8840	1
3588	PXD000306	29821	5524	5483	41	19	0	0.992577842143374	1	8841	1
15386	PRD000544	18989	5522	5481	41	9	0	0.992575153929736	1	8842	1
14326	PRD000087	8768	404	401	3	7	0	0.992574257425743	1	8843	1
12119	PRD000327	15141	673	668	5	0	1	0.992570579494799	0.99851411589896	8844	1
10854	PXD000922	38750	9689	9617	72	0	0	0.992568892558572	1	8845	1
7659	PRD000366	15924	1480	1469	11	30	7	0.992567567567568	0.99527027027027	8846	1
1749	PRD000073	8338	538	534	4	147	0	0.992565055762082	1	8847	1
8752	PRD000721	24904	269	267	2	0	0	0.992565055762082	1	8848	1
12102	PRD000327	15124	538	534	4	1	1	0.992565055762082	0.99814126394052	8849	1
1671	PRD000073	8260	403	400	3	11	0	0.992555831265509	1	8850	1
15538	PXD001286	39660	403	400	3	0	0	0.992555831265509	1	8851	1
6968	PXD000312	29914	1744	1731	13	1	0	0.992545871559633	1	8852	1
1980	PXD000403	30520	12600	12506	94	0	0	0.992539682539682	1	8853	1
4249	PRD000092	9075	134	133	1	12	0	0.992537313432836	1	8854	1
4252	PRD000092	9078	134	133	1	27	0	0.992537313432836	1	8855	1
4288	PRD000092	9114	268	266	2	22	2	0.992537313432836	0.992537313432836	8856	1
4937	PXD000948	36554	134	133	1	0	0	0.992537313432836	1	8857	1
6931	PXD000185	28869	1206	1197	9	0	0	0.992537313432836	1	8858	1
12581	PXD000023	27206	2275	2258	17	6	0	0.992527472527473	1	8859	1
6620	PRD000668	22193	1873	1859	14	312	7	0.99252536038441	0.996262680192205	8860	1
14025	PXD000746	34730	12441	12348	93	698	1	0.992524716662648	0.999919620609276	8861	1
3056	PRD000608	20199	1337	1327	10	231	2	0.992520568436799	0.99850411368736	8862	1
3024	PRD000097	9188	11491	11405	86	8	4	0.992515881994604	0.999651901488121	8863	1
11922	PRD000478	18083	58911	58470	441	15040	13	0.99251413148648	0.999779328139057	8864	1
6738	PRD000704	24095	6412	6364	48	761	5	0.992514036182158	0.999220212102308	8865	1
5511	PXD001006	37095	2003	1988	15	75	2	0.992511233150275	0.99900149775337	8866	1
2125	PRD000847	31094	267	265	2	50	0	0.99250936329588	1	8867	1
5514	PXD001006	37098	1869	1855	14	70	3	0.99250936329588	0.998394863563403	8868	1
5764	PXD000997	36906	400	397	3	29	1	0.9925	0.9975	8869	1
3407	PXD000533	31686	2265	2248	17	35	0	0.992494481236203	1	8870	1
14322	PRD000087	8764	666	661	5	5	0	0.992492492492492	1	8871	1
10962	PRD000349	15530	38750	38459	291	0	0	0.992490322580645	1	8872	1
1989	PXD000403	30529	11050	10967	83	0	0	0.992488687782805	1	8873	1
1755	PRD000073	8344	133	132	1	7	0	0.992481203007519	1	8874	1
4681	PXD000948	36401	266	264	2	10	0	0.992481203007519	1	8875	1
5038	PXD000948	36608	266	264	2	10	0	0.992481203007519	1	8876	1
5515	PXD001006	37099	1995	1980	15	46	0	0.992481203007519	1	8877	1
9151	PRD000721	25303	133	132	1	0	0	0.992481203007519	1	8878	1
6733	PRD000704	24090	6516	6467	49	704	3	0.992480049109883	0.999539594843462	8879	1
14962	PRD000545	18995	33767	33513	254	0	0	0.99247786300234	1	8880	1
19647	PXD000047	27372	2127	2111	16	195	6	0.992477668077104	0.997179125528914	8881	1
5531	PXD001006	37115	1462	1451	11	60	4	0.992476060191518	0.997264021887825	8882	1
3160	PRD000608	20303	930	923	7	2	0	0.99247311827957	1	8883	1
10943	PRD000349	15511	6101	6055	46	0	6	0.992460252417636	0.99901655466317	8884	1
4289	PRD000092	9115	265	263	2	21	0	0.992452830188679	1	8885	1
15388	PRD000544	18991	7277	7222	55	6916	12	0.992441940360039	0.998350968805827	8886	1
19387	PRD000476	18044	1852	1838	14	0	0	0.99244060475162	1	8887	1
2283	PXD000780	35122	529	525	4	0	0	0.992438563327032	1	8888	1
2338	PXD000780	35174	792	786	6	0	4	0.992424242424242	0.994949494949495	8889	1
4258	PRD000092	9084	396	393	3	24	1	0.992424242424242	0.997474747474748	8890	1
4828	PXD000948	36491	132	131	1	1	1	0.992424242424242	0.992424242424242	8891	1
4933	PXD000948	36552	132	131	1	1	0	0.992424242424242	1	8892	1
5111	PXD000948	36647	132	131	1	1	1	0.992424242424242	0.992424242424242	8893	1
5119	PXD000948	36651	132	131	1	1	0	0.992424242424242	1	8894	1
5260	PRD000593	19854	132	131	1	0	0	0.992424242424242	1	8895	1
9203	PRD000721	25355	132	131	1	0	0	0.992424242424242	1	8896	1
9410	PRD000721	25562	132	131	1	0	0	0.992424242424242	1	8897	1
18613	PRD000066	7200	132	131	1	14	0	0.992424242424242	1	8898	1
2817	PXD001054	37690	3035	3012	23	303	1	0.992421746293245	0.999670510708402	8899	1
15156	PRD000059	3654	526	522	4	50	0	0.992395437262357	1	8900	1
14042	PXD000746	34747	1314	1304	10	97	2	0.992389649923896	0.998477929984779	8901	1
13777	PXD001386	41336	1051	1043	8	12	0	0.992388201712655	1	8902	1
11032	PXD000455	31151	3283	3258	25	276	3	0.992385013706975	0.999086201644837	8903	1
6596	PRD000668	22169	2229	2212	17	108	4	0.992373261552266	0.998205473306415	8904	1
3159	PRD000608	20302	1573	1561	12	29	0	0.992371265098538	1	8905	1
5517	PXD001006	37101	2620	2600	20	107	4	0.99236641221374	0.998473282442748	8906	1
9525	PRD000721	25677	131	130	1	0	0	0.99236641221374	1	8907	1
11147	PRD000226	12103	131	130	1	1	0	0.99236641221374	1	8908	1
13973	PRD000615	20886	131	130	1	0	0	0.99236641221374	1	8909	1
14340	PRD000087	8782	917	910	7	9	2	0.99236641221374	0.997818974918212	8910	1
4147	PRD000057	3609	41611	41293	318	0	0	0.99235779000745	1	8911	1
4890	PXD000948	36526	523	519	4	12	0	0.992351816443595	1	8912	1
14400	PRD000087	8842	392	389	3	0	0	0.99234693877551	1	8913	1
3548	PRD000631	21322	1305	1295	10	237	0	0.992337164750958	1	8914	1
4261	PRD000092	9087	261	259	2	50	0	0.992337164750958	1	8915	1
9071	PRD000721	25223	261	259	2	0	0	0.992337164750958	1	8916	1
9133	PRD000721	25285	261	259	2	0	0	0.992337164750958	1	8917	1
14964	PRD000545	18997	24136	23951	185	0	1	0.992335101093802	0.999958568114021	8918	1
11230	PXD000069	27721	391	388	3	0	0	0.9923273657289	1	8919	1
2374	PRD000594	19880	24478	24290	188	900	7	0.992319633957023	0.999714028923932	8920	1
1308	PXD000426	30795	390	387	3	9	0	0.992307692307692	1	8921	1
4953	PXD000948	36567	130	129	1	2	0	0.992307692307692	1	8922	1
5064	PXD000948	36624	130	129	1	2	0	0.992307692307692	1	8923	1
14355	PRD000087	8797	650	645	5	14	2	0.992307692307692	0.996923076923077	8924	1
17988	PRD000066	6537	130	129	1	7	0	0.992307692307692	1	8925	1
19311	PRD000476	17968	130	129	1	0	0	0.992307692307692	1	8926	1
14352	PRD000087	8794	908	901	7	9	1	0.992290748898678	0.998898678414097	8927	1
2115	PRD000847	31084	389	386	3	108	1	0.992287917737789	0.997429305912596	8928	1
3423	PXD000533	31702	2982	2959	23	30	0	0.992287055667337	1	8929	1
7234	PXD000505	31442	259	257	2	19	0	0.992277992277992	1	8930	1
4771	PXD000948	36444	388	385	3	13	0	0.992268041237113	1	8931	1
4782	PXD000948	36449	388	385	3	13	0	0.992268041237113	1	8932	1
19419	PRD000476	18076	1550	1538	12	0	0	0.992258064516129	1	8933	1
2373	PRD000594	19879	24790	24598	192	829	10	0.992254941508673	0.99959661153691	8934	1
19410	PRD000476	18067	2582	2562	20	0	0	0.992254066615027	1	8935	1
19403	PRD000476	18060	2710	2689	21	0	0	0.992250922509225	1	8936	1
7208	PRD000507	18224	10708	10625	83	534	21	0.992248785954427	0.998038849458349	8937	1
17077	PRD000066	5516	129	128	1	0	0	0.992248062015504	1	8938	1
11093	PXD000455	31212	5546	5503	43	225	2	0.992246664262532	0.999639379733141	8939	1
6737	PRD000704	24094	6828	6775	53	822	8	0.99223784417106	0.998828353837141	8940	1
14963	PRD000545	18996	32311	32060	251	0	1	0.992231747702021	0.999969050787657	8941	1
9091	PRD000721	25243	386	383	3	0	0	0.992227979274611	1	8942	1
14742	PXD000218	29367	386	383	3	4	0	0.992227979274611	1	8943	1
14036	PXD000746	34741	1543	1531	12	45	0	0.992222942320156	1	8944	1
11054	PXD000455	31173	7457	7399	58	148	1	0.992222073219793	0.999865897814134	8945	1
13993	PXD000746	34698	1671	1658	13	48	0	0.992220227408737	1	8946	1
4180	PRD000092	9005	385	382	3	5	0	0.992207792207792	1	8947	1
7232	PXD000505	31440	385	382	3	16	2	0.992207792207792	0.994805194805195	8948	1
8832	PRD000721	24984	385	382	3	0	0	0.992207792207792	1	8949	1
8665	PRD000738	27048	641	636	5	35	0	0.992199687987519	1	8950	1
4881	PXD000948	36517	128	127	1	0	1	0.9921875	0.9921875	8951	1
5028	PXD000948	36607	128	127	1	0	1	0.9921875	0.9921875	8952	1
5058	PXD000948	36618	256	254	2	6	0	0.9921875	1	8953	1
5076	PXD000948	36627	256	254	2	6	0	0.9921875	1	8954	1
6646	PRD000504	18219	128	127	1	13	0	0.9921875	1	8955	1
3129	PRD000608	20272	2047	2031	16	73	0	0.992183683439179	1	8956	1
2016	PXD000403	30556	2302	2284	18	0	0	0.992180712423979	1	8957	1
19397	PRD000476	18054	2812	2790	22	0	0	0.992176386913229	1	8958	1
14392	PRD000087	8834	639	634	5	1	1	0.992175273865415	0.998435054773083	8959	1
7498	PRD000053	3849	2172	2155	17	73	1	0.992173112338858	0.999539594843462	8960	1
5462	PXD001006	37046	2427	2408	19	73	1	0.992171405026782	0.99958796868562	8961	1
14770	PXD000218	29395	2042	2026	16	4	0	0.992164544564153	1	8962	1
19535	PXD000535	31927	3062	3038	24	27	0	0.992161985630307	1	8963	1
8106	PRD000019	1772	255	253	2	10	0	0.992156862745098	1	8964	1
6608	PRD000668	22181	1784	1770	14	343	7	0.992152466367713	0.996076233183857	8965	1
2290	PXD000780	35129	509	505	4	0	0	0.992141453831041	1	8966	1
2015	PXD000403	30555	1908	1893	15	0	0	0.992138364779874	1	8967	1
2629	PXD000354	30248	3307	3281	26	125	4	0.992137889325673	0.998790444511642	8968	1
1297	PXD000426	30784	381	378	3	1	0	0.992125984251969	1	8969	1
4243	PRD000092	9069	127	126	1	47	1	0.992125984251969	0.992125984251969	8970	1
4967	PXD000948	36571	127	126	1	0	0	0.992125984251969	1	8971	1
4977	PXD000948	36574	127	126	1	0	0	0.992125984251969	1	8972	1
8089	PRD000019	1755	127	126	1	57	0	0.992125984251969	1	8973	1
8757	PRD000721	24909	127	126	1	0	0	0.992125984251969	1	8974	1
8826	PRD000721	24978	127	126	1	0	0	0.992125984251969	1	8975	1
9270	PRD000721	25422	127	126	1	0	0	0.992125984251969	1	8976	1
11152	PRD000226	12108	127	126	1	1	0	0.992125984251969	1	8977	1
11259	PXD000069	27750	254	252	2	0	0	0.992125984251969	1	8978	1
15116	PXD000070	27925	4820	4782	38	123	0	0.992116182572614	1	8979	1
4286	PRD000092	9112	380	377	3	29	1	0.992105263157895	0.997368421052632	8980	1
1985	PXD000403	30525	9371	9297	74	0	0	0.992103297406894	1	8981	1
10911	PRD000349	15478	20254	20094	160	0	5	0.992100325861558	0.999753135183174	8982	1
10749	PRD000214	12209	253	251	2	41	1	0.992094861660079	0.99604743083004	8983	1
14364	PRD000087	8806	506	502	4	4	3	0.992094861660079	0.994071146245059	8984	1
4134	PRD000057	3596	48565	48181	384	0	1	0.992093071141769	0.999979409039432	8985	1
14004	PXD000746	34709	1517	1505	12	72	0	0.992089650626236	1	8986	1
2631	PXD000354	30250	2903	2880	23	88	1	0.99207716155701	0.999655528763348	8987	1
8109	PXD000624	33007	15641	15517	124	509	2	0.992072118151013	0.99987213093792	8988	1
14085	PRD000485	18108	3531	3503	28	0	0	0.992070235060889	1	8989	1
8668	PRD000738	27051	1387	1376	11	63	1	0.992069214131218	0.999279019466474	8990	1
14002	PXD000746	34707	1513	1501	12	27	0	0.992068737607403	1	8991	1
4110	PXD000899	36112	126	125	1	2	0	0.992063492063492	1	8992	1
5023	PXD000948	36601	126	125	1	1	0	0.992063492063492	1	8993	1
5032	PXD000948	36608	126	125	1	1	0	0.992063492063492	1	8994	1
8696	PXD000318	30007	2016	2000	16	0	4	0.992063492063492	0.998015873015873	8995	1
9290	PRD000721	25442	126	125	1	0	0	0.992063492063492	1	8996	1
9334	PRD000721	25486	126	125	1	0	0	0.992063492063492	1	8997	1
9335	PRD000721	25487	126	125	1	0	0	0.992063492063492	1	8998	1
9544	PRD000721	25696	126	125	1	0	0	0.992063492063492	1	8999	1
19061	PRD000066	7685	126	125	1	0	0	0.992063492063492	1	9000	1
10934	PRD000349	15501	10326	10244	82	0	9	0.992058880495836	0.999128413712958	9001	1
3422	PXD000533	31701	2892	2869	23	29	0	0.992047026279391	1	9002	1
11106	PXD000455	31225	4274	4240	34	296	0	0.992044922788957	1	9003	1
14959	PRD000545	18992	34063	33792	271	0	2	0.992044153480316	0.999941285265537	9004	1
10931	PRD000349	15498	6410	6359	51	0	6	0.99204368174727	0.999063962558502	9005	1
4292	PRD000092	9118	377	374	3	99	1	0.992042440318302	0.997347480106101	9006	1
8633	PRD000345	15458	1131	1122	9	13	0	0.992042440318302	1	9007	1
11104	PXD000455	31223	4649	4612	37	162	1	0.99204129920413	0.99978489997849	9008	1
2008	PXD000403	30548	2512	2492	20	0	0	0.99203821656051	1	9009	1
13687	PRD000616	20912	251	249	2	48	1	0.99203187250996	0.99601593625498	9010	1
19501	PXD000535	31893	3134	3109	25	26	0	0.992022973835354	1	9011	1
11114	PXD000455	31233	2751	2729	22	172	0	0.992002908033442	1	9012	1
2022	PXD000403	30562	1625	1612	13	0	0	0.992	1	9013	1
4160	PRD000092	8985	125	124	1	40	1	0.992	0.992	9014	1
5814	PXD000997	36958	125	124	1	12	1	0.992	0.992	9015	1
8930	PRD000721	25082	250	248	2	0	0	0.992	1	9016	1
9009	PRD000721	25161	125	124	1	0	0	0.992	1	9017	1
9204	PRD000721	25356	125	124	1	0	0	0.992	1	9018	1
9243	PRD000721	25395	125	124	1	0	0	0.992	1	9019	1
17975	PRD000066	6523	125	124	1	2	0	0.992	1	9020	1
14391	PRD000087	8833	749	743	6	2	1	0.991989319092123	0.998664886515354	9021	1
1996	PXD000403	30536	3619	3590	29	0	0	0.991986736667588	1	9022	1
11112	PXD000455	31231	3363	3336	27	102	0	0.991971454058876	1	9023	1
4922	PXD000948	36548	871	864	7	10	0	0.991963260619977	1	9024	1
5187	PXD000948	36686	871	864	7	10	0	0.991963260619977	1	9025	1
10974	PRD000349	15565	12685	12583	102	0	15	0.991959006700828	0.998817500985416	9026	1
5470	PXD001006	37054	1741	1727	14	48	4	0.991958644457208	0.997702469844917	9027	1
19372	PRD000476	18029	5223	5181	42	0	1	0.991958644457208	0.999808539153743	9028	1
2012	PXD000403	30552	2112	2095	17	0	0	0.991950757575758	1	9029	1
2268	PXD000780	35108	621	616	5	0	0	0.99194847020934	1	9030	1
2366	PRD000594	19856	29433	29196	237	1859	11	0.991947813678524	0.99962626983318	9031	1
11427	PRD000231	12175	1490	1478	12	146	3	0.991946308724832	0.997986577181208	9032	1
19388	PRD000476	18045	2110	2093	17	0	0	0.991943127962085	1	9033	1
10947	PRD000349	15515	16259	16128	131	0	15	0.99194292391906	0.999077434036534	9034	1
1233	PXD000426	30720	372	369	3	2	0	0.991935483870968	1	9035	1
1542	PRD000054	3511	496	492	4	1	1	0.991935483870968	0.997983870967742	9036	1
5003	PXD000948	36591	124	123	1	0	0	0.991935483870968	1	9037	1
9069	PRD000721	25221	124	123	1	0	0	0.991935483870968	1	9038	1
9280	PRD000721	25432	124	123	1	0	0	0.991935483870968	1	9039	1
9534	PRD000721	25686	124	123	1	0	0	0.991935483870968	1	9040	1
11341	PXD000069	27832	248	246	2	0	0	0.991935483870968	1	9041	1
12621	PXD000176	28715	124	123	1	2	0	0.991935483870968	1	9042	1
13679	PRD000616	20904	372	369	3	12	3	0.991935483870968	0.991935483870968	9043	1
16047	PRD000066	4366	124	123	1	0	0	0.991935483870968	1	9044	1
19454	PXD000535	31846	3223	3197	26	20	0	0.991932981694074	1	9045	1
5509	PXD001006	37093	2479	2459	20	88	0	0.991932230738201	1	9046	1
2367	PRD000594	19857	27615	27392	223	1748	7	0.991924678616694	0.999746514575412	9047	1
13650	PRD000488	18132	2351	2332	19	2	0	0.991918332624415	1	9048	1
14834	PXD000218	29459	371	368	3	16	0	0.991913746630728	1	9049	1
14332	PRD000087	8774	865	858	7	13	2	0.991907514450867	0.997687861271676	9050	1
3549	PRD000631	21323	1112	1103	9	141	0	0.991906474820144	1	9051	1
4193	PRD000092	9018	247	245	2	18	0	0.991902834008097	1	9052	1
9131	PRD000721	25283	247	245	2	0	0	0.991902834008097	1	9053	1
11316	PXD000069	27807	247	245	2	0	0	0.991902834008097	1	9054	1
14744	PXD000218	29369	494	490	4	1	0	0.991902834008097	1	9055	1
1995	PXD000403	30535	2839	2816	23	0	0	0.991898555829517	1	9056	1
15453	PRD000509	18240	370	367	3	0	0	0.991891891891892	1	9057	1
457	PXD000094	28002	6891	6835	56	0	2	0.991873458133798	0.999709766361921	9058	1
8650	PRD000493	18184	4183	4149	34	0	1	0.991871862299785	0.999760937126464	9059	1
2640	PXD000354	30259	246	244	2	27	0	0.991869918699187	1	9060	1
4183	PRD000092	9008	369	366	3	55	0	0.991869918699187	1	9061	1
4847	PXD000948	36500	123	122	1	0	0	0.991869918699187	1	9062	1
14095	PRD000485	18118	1845	1830	15	0	1	0.991869918699187	0.999457994579946	9063	1
8653	PRD000493	18187	3566	3537	29	0	0	0.991867638810993	1	9064	1
2284	PXD000780	35123	368	365	3	0	0	0.991847826086957	1	9065	1
7207	PRD000507	18223	12251	12151	100	330	11	0.991837401028487	0.999102114113134	9066	1
1268	PXD000426	30755	490	486	4	7	0	0.991836734693878	1	9067	1
14054	PRD000216	12005	245	243	2	104	0	0.991836734693878	1	9068	1
